age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
30.0,:round_pushpin:ibiza - madrid|I would love to find a partner in crime (a friend); to have a few beers and a few laughs. :clinking_beer_mugs:|I am a bit (quite) a clown; a bit of an alcoholic but a very good boy. :new_moon_face:,['NotSpecified'],Universidad Carlos III de Madrid,Un Corazón y Una Flecha (feat. Saox),Yung Beef; Saox,NotSpecified,|All the drinks,|Outdoors|Wine|Trap|Reading|Movies,7,2,1.487478114,39.01305017,7.712960712283229e+18,['All the drinks'],"['Outdoors', 'Wine', 'Trap', 'Reading', 'Movies']",efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
23.0,in ibiza for one week :woman_raising_hand_medium-light_skin_tone:,['NotSpecified'],,Breaking Free - From Hh School Musical/Soundtrack Version,Troy; Gabriella Montez,NotSpecified,|Pisces|Wine|Bachelors,|Gin Tonic|Cooking|Travel,8,2,1.487478114,39.01305017,3.1284596939362504e+18,"['Pisces', 'Wine', 'Bachelors']","['Gin Tonic', 'Cooking', 'Travel']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
27.0,:Brazil::Portugal:|,['NotSpecified'],,,,NotSpecified,,|Travel|Instagram|Self Care,8,2,1.487478114,39.01305017,-2.648673006182741e+17,[],"['Travel', 'Instagram', 'Self Care']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,mm I'm new to the island |a beer?|,['NotSpecified'],Universidad Rey Juan Carlos,,,NotSpecified,|Capricorn|Better in person|Omnivore|Cat|Occasionally|Beer,,6,2,1.487478114,39.01305017,8.02060421460313e+18,"['Capricorn', 'Better in person', 'Omnivore', 'Cat', 'Occasionally', 'Beer']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
41.0,"Bisexual man, masculine and open to new experiences. Education; hygiene and good vibes",['NotSpecified'],,,,Man,,|Swimming|Outdoors|Electronic Music|Padel|Free Diving,4,2,1.487478114,39.01305017,4.086622355327364e+17,[],"['Swimming', 'Outdoors', 'Electronic Music', 'Padel', 'Free Diving']",b014f6d185a91da9fff471be51c573e2cd3c221555489717d9af732007c2a65c
21.0,the only one,['NotSpecified'],,,,NotSpecified,,,5,2,1.487478114,39.01305017,6.598533227395831e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,thrill me:high_voltage:|i̇g :  |snap : elifbltc,['NotSpecified'],,Heartbeat,Childish Gambino,NotSpecified,|Non-smoker|Gemini,|Art|Sports|Travel|Dancing|Fashion,9,2,1.487478114,39.01305017,8.441090929109058e+18,"['Non-smoker', 'Gemini']","['Art', 'Sports', 'Travel', 'Dancing', 'Fashion']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
35.0,I measure ;; from the east (so that it doesn't happen..) I don't look for it because I haven't gotten lost. Preference?! Fingers in front. To reduce the curious astonishment of the sexual public;.. don't make me dizzy if you wouldn't be able to see my eyes standing. I smoke; independent; open; transparent.,['NotSpecified'],Rumanía,,,NotSpecified,|Capricorn|Better in person|Wine|Pet-free|Smoker|Never|Hh School,|Beach Bars|Hiking|Walking,5,2,1.487478114,39.01305017,-8.78333474058069e+18,"['Capricorn', 'Better in person', 'Wine', 'Pet-free', 'Smoker', 'Never', 'Hh School']","['Beach Bars', 'Hiking', 'Walking']",530dc547e7c834619d3bab1d6ce3062604cfe37a63a0385c810988a45db192d1
19.0,living between vienna & ibiza; down for any cool plans:)),['NotSpecified'],,,,Woman,|Aquarius|All the drinks,|Travel|Party Animal|Coffee,10,2,1.487478114,39.01305017,4.181522754730098e+18,"['Aquarius', 'All the drinks']","['Travel', 'Party Animal', 'Coffee']",efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
26.0,instagram better:sparkles: :round_pushpin:ibiza|if you want a group of girls to party; yatchs dinner feel free to ask|argentina :sparkling_heart:,['NotSpecified'],,Falling Down,XXXTENTACION,NotSpecified,|Better in person,,8,2,1.487478114,39.01305017,8.589952246650104e+18,['Better in person'],[],5760b28e45e08e3f689d36225fd2b48319864bccc524203f546dba2a6b077b8e
29.0,day in madrid,['NotSpecified'],,,,NotSpecified,|Better in person|Non-smoker|Beer|Carnivore|Dog,,9,2,1.487478114,39.01305017,1.358792313503466e+18,"['Better in person', 'Non-smoker', 'Beer', 'Carnivore', 'Dog']",[],b1b7e72b95ba1bd1273f40797ebef43aafaf8651e73df80881cec4fcbc10abe8
32.0,who wants to go on a date tonht??|| charlesvancanneyt,['Architect'],,,,NotSpecified,|Gemini,|Art|Travel|Photography|Brunch,9,2,1.487478114,39.01305017,1.057706046330828e+18,['Gemini'],"['Art', 'Travel', 'Photography', 'Brunch']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,year • maastricht,['Pedagogisch medewerker'],Pedagogisch Medewerker Kinderopvang,We’re Going to Ibiza!,Vengaboys,NotSpecified,|Libra|Non-smoker|Pet-free,|Motorcycles|Motorcycling|Photography|Gardening|Yoga,6,2,1.487478114,39.01305017,-5.151490437715208e+18,"['Libra', 'Non-smoker', 'Pet-free']","['Motorcycles', 'Motorcycling', 'Photography', 'Gardening', 'Yoga']",5b26ab0da14915c309e1a76963b490523ba14697aa0a8a7a8b7392d9b1c0bfd8
25.0,new here ; meet people :call_me_hand::call_me_hand:,['NotSpecified'],,,,Man,|Taurus|Bad texter|Mix drinks|Carnivore|Pet-free|Smoker,|Instagram|Travel|Movies|Tattoos,11,2,1.487478114,39.01305017,-2.666709063327361e+18,"['Taurus', 'Bad texter', 'Mix drinks', 'Carnivore', 'Pet-free', 'Smoker']","['Instagram', 'Travel', 'Movies', 'Tattoos']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,looking for a partner in crime,['NotSpecified'],,Dark Necessities,Red Hot Chili Peppers,NotSpecified,|Sagittarius|Better in person|Socially active|Occasionally|No mask & no distance|Omnivore|Smoker|Cocktails,|Walking|Outdoors|Coffee|World Traveler|Camping,8,2,1.487478114,39.01305017,7.256810617864274e+18,"['Sagittarius', 'Better in person', 'Socially active', 'Occasionally', 'No mask & no distance', 'Omnivore', 'Smoker', 'Cocktails']","['Walking', 'Outdoors', 'Coffee', 'World Traveler', 'Camping']",efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
23.0,live and let live :sun::sun::sun:,['NotSpecified'],Universidad Muel Hernández,,,Woman,|Capricorn|Better in person|Occasionally|Socially active|Beer|Dog|In College|Smoker when drinking,|Wine|Festivals|Outdoors|Walking,8,2,1.487478114,39.01305017,6.562431664811394e+18,"['Capricorn', 'Better in person', 'Occasionally', 'Socially active', 'Beer', 'Dog', 'In College', 'Smoker when drinking']","['Wine', 'Festivals', 'Outdoors', 'Walking']",e628ea064330fa796a75a25277024f9c7cc22667770686cb15e0fe9f32ea56c0
23.0,engineer; trainer and cook :victory_hand_medium-light_skin_tone:,['NotSpecified'],,,,NotSpecified,|Non-smoker|Pisces|Gym rat,|Cooking|Wine|Volleyball|Netflix|Gym,10,2,1.487478114,39.01305017,8.522514454263162e+18,"['Non-smoker', 'Pisces', 'Gym rat']","['Cooking', 'Wine', 'Volleyball', 'Netflix', 'Gym']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,. :straight_ruler:||,['Intercedent'],International Hospitality Studies,B Girls Don't Cry (Personal),Fergie,NotSpecified,|Sagittarius|Dog|Smoker when drinking,|Fashion|Shopping|Baking|Cooking|Swimming,11,2,1.487478114,39.01305017,7.786114394499208e+18,"['Sagittarius', 'Dog', 'Smoker when drinking']","['Fashion', 'Shopping', 'Baking', 'Cooking', 'Swimming']",1601b8127d2b827a414a1a66620ae8de043e680aa0916417deaf7bf463c98dd5
24.0,:Canary_Islands: :Canary_Islands:,['NotSpecified'],,,,Woman,,|Travel|Outdoors|Reading|Beach Bars,7,2,1.487478114,39.01305017,-5.786155822167272e+18,[],"['Travel', 'Outdoors', 'Reading', 'Beach Bars']",77226fad60f25f73fb628253ade76f6a358abc87fb79524c8e198187dae8b2c5
24.0,subscribe and like,['NotSpecified'],,,,NotSpecified,|Cat|Non-smoker|Taurus,|Music|Travel|Tattoos|Reading,8,2,1.487478114,39.01305017,3.7748437987970514e+18,"['Cat', 'Non-smoker', 'Taurus']","['Music', 'Travel', 'Tattoos', 'Reading']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
26.0,insta |irish :shamrock: |if you have a yacht or a villa hmu,['Doctor at NHS'],Queens University,,,NotSpecified,,,10,2,1.487478114,39.01305017,-9.206207157174921e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,ibiza :palm_tree:|,['NotSpecified'],,,,NotSpecified,,|Instagram|Bar Hopping|Working out,4,2,1.487478114,39.01305017,3.475639522137692e+18,[],"['Instagram', 'Bar Hopping', 'Working out']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
,looking for a genuine connection and if it leads to a friendship or more that’s even better.||the only person you need to impress is you; so be kind to yourself :winking_face:||,['Marketing Consultant at ELIX magazine'],,,,Man,|Non-smoker|Pet-free,|Fashion|Swimming|Music|Working out|Cooking,6,2,1.487478114,39.01305017,3.525448448276996e+18,"['Non-smoker', 'Pet-free']","['Fashion', 'Swimming', 'Music', 'Working out', 'Cooking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30.0,living in ibiza |looking forward to meeting resonant souls :diamond_with_a_dot::dizzy:|very much in the present moment.,['NotSpecified'],National University of Cuyo,,,NotSpecified,,|Poetry|Meditation|Vegan Cooking|Yoga|Photography,11,2,1.487478114,39.01305017,3.943921966561504e+18,[],"['Poetry', 'Meditation', 'Vegan Cooking', 'Yoga', 'Photography']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
28.0,geeky and shameless (with good-natured people).,['NotSpecified'],,,,Man,|Libra|Better in person|Omnivore|Occasionally|Non-smoker|Beer,,6,2,1.487478114,39.01305017,-6.883329618201087e+17,"['Libra', 'Better in person', 'Omnivore', 'Occasionally', 'Non-smoker', 'Beer']",[],49c3f5024c61979c4c55a0cf9a87bb51b3d570de2c9d7569e6702a4693a242e7
22.0,erasmus student|learning polish but cant speaking now; just english|,['NotSpecified'],Lublin University of Technology,,,NotSpecified,|Pisces|Dog|Social smoker,|Cooking|Baking|Wine|Art,6,2,1.487478114,39.01305017,3.7727504386253025e+18,"['Pisces', 'Dog', 'Social smoker']","['Cooking', 'Baking', 'Wine', 'Art']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,I have no idea what to write; I'll start anyway. I'm half Italian but I can't speak Italian. That's already unpleasant enough; there's nothing more to add.|instagram mariesophie,['NotSpecified'],,,,NotSpecified,|Pisces,,6,2,1.487478114,39.01305017,1.3947209155798218e+18,['Pisces'],[],c138b8d4356db0ce22ac8d4a434689f953084a4db1f429253c21a4386ad9d758
23.0,:Russia::Finland::Sweden:||business administration & economics||too multifaceted to describe myself here. |find out yourself…,['NotSpecified'],Copenhagen Business School,,,NotSpecified,,|Travel|Movies|Fashion,6,2,1.487478114,39.01305017,6.107834237161233e+18,[],"['Travel', 'Movies', 'Fashion']",371fcb8e37e055e6076eaea898a8ab7a927c5aa5a5bb15ee8817f8b36b21deb7
18.0,czech girl|let's go to a party in ibiza!:water_wave:,['NotSpecified'],Gympl,Can't Take My Eyes off You,Frankie Valli,Woman,|Non-smoker|Taurus|Pet-free,|Running|Travel|Yoga|Singing|Cooking,7,2,1.487478114,39.01305017,-6.144140725128434e+17,"['Non-smoker', 'Taurus', 'Pet-free']","['Running', 'Travel', 'Yoga', 'Singing', 'Cooking']",a2bb5f0fac556409fff7a8c428c34258e1f2504798e4ef9eb178b65c522df87b
20.0,i’m a fashion student who goes out too much||come clubbing with me|insta- meganmoon,['NotSpecified'],,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly; YUNGBLUD; Travis Barker,NotSpecified,|Virgo|Smoker,|Instagram|Tattoos|Music|Nhtlife,9,2,1.487478114,39.01305017,3.941568075867578e+17,"['Virgo', 'Smoker']","['Instagram', 'Tattoos', 'Music', 'Nhtlife']",e1fc34d324c86022a0da946db81986663bbd0189b7643efd803801d9d033851a
24.0,:butterfly::lollipop::artist_palette::bikini::woman_dancing_medium-light_skin_tone::woman_in_lotus_position::wine_glass:,['NotSpecified'],,,,NotSpecified,,,7,2,1.487478114,39.01305017,-4.563583632758913e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,julss |ibiza del  al  :thinking_face::smiling_face_with_hearts:… planes?,['NotSpecified'],International University of Catalonia Universitat Internacional de Catalunya - Universidad Internacional de Cataluña,,,NotSpecified,|Virgo|Better in person|Non-smoker|Beer|Gym rat|In College,|Gym|Vlogging|Fashion|Travel|Tattoos,10,2,1.487478114,39.01305017,-6.145806387969257e+18,"['Virgo', 'Better in person', 'Non-smoker', 'Beer', 'Gym rat', 'In College']","['Gym', 'Vlogging', 'Fashion', 'Travel', 'Tattoos']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,|if you like dogs I like you:dog_face::smiling_face_with_hearts:|ibiza:round_pushpin:,['NotSpecified'],,,,NotSpecified,|Gemini|Better in person|Socially active|Occasionally|Non-smoker|All the drinks|Dog,|Music|Dancing|Walking,11,2,1.487478114,39.01305017,5.530353226192798e+18,"['Gemini', 'Better in person', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Dog']","['Music', 'Dancing', 'Walking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
34.0,what if we try it? normal and good-natured people; contact us here :rolling_on_the_floor_laughing: what if I'm what you're looking for?,['NotSpecified'],,,,NotSpecified,|Omnivore|Occasionally|Non-smoker|Cocktails|Off the grid|Better in person,|Nature|Foodie Tour|Travel|Gardening|Hiking,3,2,1.487478114,39.01305017,7.259412597781897e+18,"['Omnivore', 'Occasionally', 'Non-smoker', 'Cocktails', 'Off the grid', 'Better in person']","['Nature', 'Foodie Tour', 'Travel', 'Gardening', 'Hiking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
32.0,instagram celestezotta :camera:,['comercio'],,,,NotSpecified,|Cat|Non-smoker|Cancer,|Walking|Sports|Photography|Travel|Wine,7,2,1.487478114,39.01305017,-1.1565447688314227e+18,"['Cat', 'Non-smoker', 'Cancer']","['Walking', 'Sports', 'Photography', 'Travel', 'Wine']",048b16ab15f966960bf1abd55318863015b7fb4b3372e0a7d2b6561b862b0e13
25.0,I'm a Taurus :ox:|new in Ibiza |,['Hospitality Management'],Universidad Pontificia de Salamanca,,,NotSpecified,|Taurus|Bad texter|Socially active|Occasionally|Cocktails|Carnivore|Dog|Masters|Social smoker,|Netflix|Fashion|Movies|Crossfit,7,2,1.487478114,39.01305017,6672828884186505.0,"['Taurus', 'Bad texter', 'Socially active', 'Occasionally', 'Cocktails', 'Carnivore', 'Dog', 'Masters', 'Social smoker']","['Netflix', 'Fashion', 'Movies', 'Crossfit']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
31.0,days in bcn|bbw --> fat (in a nicer way) gxrds| - ||looking to meet new hoomans have a drink; a walk; a smoke; we could draw; sing; dance.. fuck it! |:handshake::spade_suit::brain::puzzle_piece::sunflower::globe_with_meridians::joker::musical_notes: :beetle::fire_extinguisher::game_die::warning:||chill & easy going ; allergic to de r a m a :upside-down_face:!| friendly :maple_leaf::cigarette:|love music ; cooking ; travelling ..||- c u r i o u s - mind attracted •_•||•let's match & never talk• (or not),['President at The 13th Bubble'],Vagologia en la real academia de la calle.,,,NotSpecified,,,11,2,1.487478114,39.01305017,-4.0594266207987446e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
35.0,:woman_dancing_dark_skin_tone:• :sunflower:• :clinking_glasses:• :dove:||life is too short to be little,['NotSpecified'],,Sway (with Pérez Prado y Su Orquesta),Rosemary Clooney; Pérez Prado,NotSpecified,|Occasionally|Non-smoker|Scorpio|Wine|Flexitarian|All the pets|Off the grid|Masters,,6,2,1.487478114,39.01305017,1.7676400761536668e+18,"['Occasionally', 'Non-smoker', 'Scorpio', 'Wine', 'Flexitarian', 'All the pets', 'Off the grid', 'Masters']",[],efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
20.0,you can’t miss what you never had,['NotSpecified'],,,,NotSpecified,,,6,2,1.487478114,39.01305017,7.632408662080766e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
,"my instagram | I don't go on the app very often, call me | before anyone asks; I'm not fake :see-no-evil_monkey:",['Empresário'],,,,NotSpecified,|Cancer|Carnivore|Dog,|Cooking|Country Music|Instagram|Netflix|Wine,11,2,1.487478114,39.01305017,3.6850536035898266e+18,"['Cancer', 'Carnivore', 'Dog']","['Cooking', 'Country Music', 'Instagram', 'Netflix', 'Wine']",76278970c91d70c8177ceab199c377b6232d9c590c76a00081804b762fd75716
24.0,two young and pretty girls looking for party and fun,['NotSpecified'],European University of Madrid Universidad Europea de Madrid,,,Woman,|Cat|Non-smoker|Leo,|Festivals|Clubbing|Cars,4,2,1.487478114,39.01305017,3.414998644068532e+18,"['Cat', 'Non-smoker', 'Leo']","['Festivals', 'Clubbing', 'Cars']",a5af26f3e4220e215177ea1b8fcb1b87fb367871848a25b5f2def6262aeb7e58
25.0,very mine; very much my own. :fire:||:round_pushpin: ibiza :palm_tree: new on the island||*mommy of :cat_face::cat_face::grinning_cat::grinning_cat: and a :snake:*,['NotSpecified'],,Devuélvemelo,Babi,NotSpecified,|Cat|Pisces|Wine|Smoker,,5,2,1.487478114,39.01305017,-1.368570575840431e+18,"['Cat', 'Pisces', 'Wine', 'Smoker']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,|:sunflower:,['NotSpecified'],,,,NotSpecified,,|Festivals|Tattoos|Travel,5,2,1.487478114,39.01305017,-6.349009187013538e+18,[],"['Festivals', 'Tattoos', 'Travel']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
37.0,find out for yourself. :smiling_face_with_open_hands:,['tecnico estilista at Alfaparf Milano España'],,,,NotSpecified,|Taurus|Better in person|Wine,,11,2,1.487478114,39.01305017,6.586214186629441e+18,"['Taurus', 'Better in person', 'Wine']",[],5760b28e45e08e3f689d36225fd2b48319864bccc524203f546dba2a6b077b8e
27.0,i need new music; new tattoos and a photoshoot but also looking for new and refreshing conversations with amazing people :victory_hand:||:Taurus:|not really looking for dates or something.. but for my girls out there :right_arrow: be my first experience and lead me to the unknown :eyes:|actually i don’t even know why i’m here for but here i am.. :grinning_face_with_sweat:||spoil me with things like i deserve :clinking_glasses:|talk to me in :Türkiye::Spain::Germany::United_Kingdom:,['NotSpecified'],,,,NotSpecified,|Taurus,|Travel|Photography|Art|Music,11,2,1.487478114,39.01305017,-9.109495444004448e+18,['Taurus'],"['Travel', 'Photography', 'Art', 'Music']",4cbfaef8453571920ddd73844a18ac0128675a1eee5630e451bf613fa345b4ab
25.0,for love messages,['Creative Director at SEIN'],Polimoda,,,NotSpecified,|Taurus,|Art|Fashion|Dancing,6,2,1.487478114,39.01305017,2.5297760850610207e+18,['Taurus'],"['Art', 'Fashion', 'Dancing']",b1b7e72b95ba1bd1273f40797ebef43aafaf8651e73df80881cec4fcbc10abe8
23.0,ibz,['NotSpecified'],,,,NotSpecified,|Leo,|Social Media|Coffee|Wine,11,2,1.487478114,39.01305017,-8.015308066361862e+18,['Leo'],"['Social Media', 'Coffee', 'Wine']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,heyy im an au pair in ibiza and would like to meet new people :sun_with_face:,['NotSpecified'],Pedagogisch Medewerker,,,NotSpecified,|Virgo|Phone caller|Socially active|Occasionally|Non-smoker|Cocktails|In College,|Shopping|Netflix|Wine|Party Animal,5,2,1.487478114,39.01305017,5.845991756504025e+18,"['Virgo', 'Phone caller', 'Socially active', 'Occasionally', 'Non-smoker', 'Cocktails', 'In College']","['Shopping', 'Netflix', 'Wine', 'Party Animal']",efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
23.0,:house_with_garden::round_pushpin: ibiza||:camera_with_flash:,['NotSpecified'],Universidad Complutense de Madrid,,,NotSpecified,|Non-smoker,|Art|Music|Bar Hopping|Travel|Dancing,5,2,1.487478114,39.01305017,6.221471940331384e+17,['Non-smoker'],"['Art', 'Music', 'Bar Hopping', 'Travel', 'Dancing']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
28.0,insta belladonnamoree,['NotSpecified'],,,,NotSpecified,,,4,2,1.487478114,39.01305017,7.196440997310733e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,:round_pushpin:juiz de fora - rio de janeiro - milan - ibiza - nantes| :airplane:|:Brazil::Germany::Croatia::Slovenia::Portugal::Italy::Spain::France:|,['CEO at Matheus Cruz Eyewear'],,Brividi,Mahmood; BLANCO,NotSpecified,|Non-smoker|Virgo,,11,2,1.487478114,39.01305017,6.674327373317963e+18,"['Non-smoker', 'Virgo']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
43.0,:desert_island: :man_surfing: :sushi: |life is a journey |I like simple things|not into drugs; yes to sports and creating a home.|studying and money don't impress me; education does; and it's true.|chiropractor.|I like men who are patient. |positive; happy and humorous||ibz-sin-dps||,['NotSpecified'],Afic Terapies Naturals,La Electricidad,McEnroe,NotSpecified,|Cancer|Better in person|Wine|Carnivore|Gym rat|In Grad School,|Surfing|Movies|E-Sports|Wine,6,2,1.487478114,39.01305017,-8.310243786265265e+18,"['Cancer', 'Better in person', 'Wine', 'Carnivore', 'Gym rat', 'In Grad School']","['Surfing', 'Movies', 'E-Sports', 'Wine']",77226fad60f25f73fb628253ade76f6a358abc87fb79524c8e198187dae8b2c5
23.0,:cowboy_hat_face:,['NotSpecified'],,,,NotSpecified,,,8,2,1.487478114,39.01305017,-6.02225562585229e+18,[],[],a5af26f3e4220e215177ea1b8fcb1b87fb367871848a25b5f2def6262aeb7e58
25.0,bcn; sitges,['NotSpecified'],,,,Man,|Leo|Better in person|Occasionally|Dog,|Travel|Beach Bars|Dancing|Music,8,2,1.487478114,39.01305017,9.144639635832848e+18,"['Leo', 'Better in person', 'Occasionally', 'Dog']","['Travel', 'Beach Bars', 'Dancing', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,on,['NotSpecified'],,,,NotSpecified,|Aquarius|B time texter|Wine|Social smoker,|Astrology|Sushi|Singing|Art|Dancing,6,2,1.487478114,39.01305017,3.0161090068832195e+18,"['Aquarius', 'B time texter', 'Wine', 'Social smoker']","['Astrology', 'Sushi', 'Singing', 'Art', 'Dancing']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
29.0,studying to become a pilot and entrepreneur |italian; living between ibiza and switzerland |if your fav song on spotify is a reggaeton one please swipe left :smirking_face:|| :camera_with_flash: shirasepher,['NotSpecified'],,Doin' It,LL COOL J,Woman,,|Travel|Sports|Shopping|Festivals|Fashion,11,2,1.487478114,39.01305017,-5.2470812985583034e+17,[],"['Travel', 'Sports', 'Shopping', 'Festivals', 'Fashion']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30.0,vacation|fair : person who messaged as a second one say hi |just a new ( come back )profile after - a little break|not into boring people|love adventures |i have many hobbies |getting to know people is exciting |rather be active ..sporty ;)|the rest is still unwritten,['NotSpecified'],,,,NotSpecified,,,6,2,1.487478114,39.01305017,-6.32489536053509e+17,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
30.0,-robineshka for friends|-a scarf my trademark (always cold)|-avid sun worshipper (have to maintain my tan)|-professional snoozer|-dog lover/loner (:paw_prints: marcel)|-sings often (in the car; bathroom & while walking the dog)|-talented binge watcher|-occasionally sporty (read: when the sun shines)|-can't stay seated when 'danza kuduro' is playing (my happy song)|-onhand/clumpsy for life,['Supply Chain Consultant'],,No Games,Serani,NotSpecified,|Non-smoker|Gemini|Dog,|Travel|Dancing|Netflix,10,2,1.487478114,39.01305017,-4.200716253720735e+18,"['Non-smoker', 'Gemini', 'Dog']","['Travel', 'Dancing', 'Netflix']",84a6270ad28db7cd1ebfca0f165a9e23599c1b8850757eb3e17cfb69decd336a
29.0,let life surprise us..||argentinian in ibiza spending summer season||instagram : aleecafas,['NotSpecified'],,For a Feeling (feat. RHODES),CamelPhat; ARTBAT; RHODES,NotSpecified,,|Swimming|Coffee|LGBTQ+ Rhts|Travel|Cooking,8,2,1.487478114,39.01305017,-1.972705665482304e+18,[],"['Swimming', 'Coffee', 'LGBTQ+ Rhts', 'Travel', 'Cooking']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,new in ibiza; looking for someone funny and nice :partying_face::sun_with_face:|| friendly :palm_tree:|made in morocco :Morocco:,['NotSpecified'],i,,,NotSpecified,,|Party Animal|Art|Beach Bars,8,2,1.487478114,39.01305017,5.992220842785461e+18,[],"['Party Animal', 'Art', 'Beach Bars']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,text me on instagram  ||interior desn student|model|:butterfly:,['NotSpecified'],Akademia Sztuk Pięknych im. Jana Matejki w Krakowie,,,NotSpecified,,,6,2,1.487478114,39.01305017,-6.701003758019487e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,Colombian:Colombia:|temporarily in Ibiza|meet cool people,['Camarera; cocinera'],,,,Woman,|Libra|B time texter|Socially active|Occasionally|All the drinks|Carnivore|Dog|In College|Smoker,|Party Animal|Clubbing|Tattoos|Cooking|Netflix,9,2,1.487478114,39.01305017,-7.971164923872242e+18,"['Libra', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Carnivore', 'Dog', 'In College', 'Smoker']","['Party Animal', 'Clubbing', 'Tattoos', 'Cooking', 'Netflix']",beb9fa2bb4846c19afc47a9c16d355db305fe8104bd15d906ee496073634b990
26.0,:Argentina: in Ibiza,['NotSpecified'],,,,NotSpecified,,|Tea|Travel|Craft Beer,7,2,1.487478114,39.01305017,2.35580578716318e+18,[],"['Tea', 'Travel', 'Craft Beer']",efe07d6d2812381fba7b2b78112ae7388c4bc6259c18ad812dc38693dce79d55
32.0,in ibiza - with  friends  |:star:from stockholm living in amsterdam,['NotSpecified'],,,,NotSpecified,|Libra,|Fashion|Netflix|Music,5,2,1.487478114,39.01305017,-6.014482155920767e+18,['Libra'],"['Fashion', 'Netflix', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
